comuna,region,año,mes,poblacion,ingreso_promedio,temperatura_promedio,precipitacion_mm,consumo_m3
Puerto Montt,Los Lagos,2023,1,356998,1093224.1334536618,18.675636293845564,16.213299415798303,16.41
Puerto Montt,Los Lagos,2023,2,357502,1073957.7265285386,18.678628898147807,22.324611991772013,17.12
Puerto Montt,Los Lagos,2023,3,361035,1026103.236573686,21.280858089061432,58.40765405542759,17.49
Puerto Montt,Los Lagos,2023,4,359592,1084025.0735579252,20.668500611700487,21.208991203419743,18.93
Puerto Montt,Los Lagos,2023,5,356994,1102629.5312321691,21.5191805414074,23.7398905669994,18.16
Puerto Montt,Los Lagos,2023,6,361374,1053629.9970850935,19.268811197182043,181.07029601472703,16.43
Puerto Montt,Los Lagos,2023,7,357508,1034766.7771777234,18.552447547928317,157.56157938442428,16.96
Puerto Montt,Los Lagos,2023,8,358043,1054525.814561861,15.133579090280382,240.14035417334765,15.86
Puerto Montt,Los Lagos,2023,9,357370,1055418.035934942,13.400908156885183,11.091710024922818,16.47
Puerto Montt,Los Lagos,2023,10,360014,1095753.6552250006,13.414275217513602,49.79142441131511,17.57
Puerto Montt,Los Lagos,2023,11,360264,1070590.0968164618,13.66984026781426,14.522754328485284,16.36
Puerto Montt,Los Lagos,2023,12,360430,1098754.9053240342,13.007006037842174,8.810946901497339,14.66
Puerto Montt,Los Lagos,2024,1,359692,1051616.5803939418,18.144664984248735,21.511992631901308,16.1
Puerto Montt,Los Lagos,2024,2,359014,1057801.9018457124,20.39751473190746,0.0,19.98
Puerto Montt,Los Lagos,2024,3,359379,1066029.8688258878,19.410161991948424,50.84043315560219,17.27
Puerto Montt,Los Lagos,2024,4,359429,1081272.6100308408,19.732253426384823,79.81827026925674,19.85
Puerto Montt,Los Lagos,2024,5,358356,1111228.8206743316,19.024152771608943,0.0,16.55
Puerto Montt,Los Lagos,2024,6,359799,1091860.7698594246,17.094583531984124,226.14134476348525,15.24
Puerto Montt,Los Lagos,2024,7,358740,1083457.8063632438,16.166858476671035,274.13797335925995,16.69
Puerto Montt,Los Lagos,2024,8,357937,1128692.468143008,15.90016273344448,201.53343161753065,19.37
Puerto Montt,Los Lagos,2024,9,360148,1060825.356700495,13.711777811720518,0.0,15.36
Puerto Montt,Los Lagos,2024,10,358915,1089578.049696792,13.385055167937834,0.0,14.42
Puerto Montt,Los Lagos,2024,11,360381,1107203.844380205,13.818662951409827,0.0,15.8
Puerto Montt,Los Lagos,2024,12,356843,1136316.6416701595,16.15854345126778,13.85450070631968,18.03
Castro,Los Lagos,2020,1,186854,855789.2216732738,15.590119615416674,14.05455364409357,14.28
Castro,Los Lagos,2020,2,188425,875278.7584889058,18.479067639718217,39.57039775853708,16.56
Castro,Los Lagos,2020,3,186092,833644.976764759,23.010156151080544,79.46171904426234,15.33
Castro,Los Lagos,2020,4,187899,845829.666634546,19.82876966302804,89.71832594576328,17.14
Castro,Los Lagos,2020,5,184919,864765.6370945685,21.493499233273077,0.0,17.36
Castro,Los Lagos,2020,6,187614,876078.3514396423,18.899304127182823,185.4495347085397,13.92
Castro,Los Lagos,2020,7,183726,853003.5753665508,18.38470270300278,208.495096646762,16.75
Castro,Los Lagos,2020,8,186438,835529.343802943,14.863481344640384,253.38521784848257,14.01
Castro,Los Lagos,2020,9,184097,848019.406680085,14.489001992521398,0.0,15.59
Castro,Los Lagos,2020,10,184259,870861.6753102324,13.54658972568864,85.6610150553324,15.85
Castro,Los Lagos,2020,11,188034,850463.9492449348,12.654521820614312,23.350696767402564,14.62
Castro,Los Lagos,2020,12,186496,865029.2282418001,13.288673781590814,0.0,14.3
Castro,Los Lagos,2021,1,183825,854880.7716059794,18.734762793123576,0.0,16.28
Castro,Los Lagos,2021,2,184493,868354.5389583447,20.67902479850383,0.0,18.31
Castro,Los Lagos,2021,3,186149,878393.2237544422,20.91941136718627,16.489043822754226,15.28
Castro,Los Lagos,2021,4,186508,873771.4252170727,22.075390554416416,58.19382296264611,16.36
Castro,Los Lagos,2021,5,186672,873085.708017873,21.48715198860789,0.0,15.26
Castro,Los Lagos,2021,6,186943,799427.006438082,16.95582109690465,254.76823891546292,14.5
Castro,Los Lagos,2021,7,187360,859114.2141561357,17.34672401624195,214.47877296401907,17.83
Castro,Los Lagos,2021,8,187387,897616.6878664055,14.75832203548673,249.62575532975052,16.43
Castro,Los Lagos,2021,9,186669,888618.5854461018,13.52495933290216,57.01883746020664,16.26
Castro,Los Lagos,2021,10,187084,845640.6192846667,14.125721238129543,8.044125223347685,14.91
Castro,Los Lagos,2021,11,187690,809107.2252462789,13.750426954359495,21.103711169077208,14.11
Castro,Los Lagos,2021,12,186213,826560.4589485282,15.0695297843718,45.07368943263934,15.27
Castro,Los Lagos,2022,1,184784,880335.9293402947,17.66173661209695,36.14228172214737,15.47
Castro,Los Lagos,2022,2,185703,922435.3247868638,19.55093664979873,0.0,18.46
Castro,Los Lagos,2022,3,184500,869339.6284813064,21.22078622572641,89.4302295684475,15.74
Castro,Los Lagos,2022,4,187647,843200.0942988211,21.463723057557115,0.0,19.61
Castro,Los Lagos,2022,5,185944,866705.7738122701,21.43549150456529,33.429752987992906,17.75
Castro,Los Lagos,2022,6,186090,862971.6037110103,19.442239543511075,230.353481298482,18.52
Castro,Los Lagos,2022,7,185092,844370.1375912136,17.536667248102404,259.98290706561704,15.38
Castro,Los Lagos,2022,8,184862,869176.1693503411,15.28503474209936,221.88907869024115,14.68
Castro,Los Lagos,2022,9,187141,880083.7166318415,12.575128369188556,11.460479863170375,14.49
Castro,Los Lagos,2022,10,186470,883100.6732059073,12.647974018735718,31.635516586097825,15.11
Castro,Los Lagos,2022,11,187413,839864.3709388461,13.180523292432255,0.0,15.46
Castro,Los Lagos,2022,12,186829,871723.0852129067,16.088884620965057,0.0,16.08
Castro,Los Lagos,2023,1,187112,838927.7927706579,18.073340176863542,58.36735696117213,14.71
Castro,Los Lagos,2023,2,187277,860127.3746470977,18.642419025051804,0.0,18.02
Castro,Los Lagos,2023,3,188487,896924.7252059792,20.8011503059825,24.085533617178896,18.59
Castro,Los Lagos,2023,4,187989,832453.3416212976,21.643500536597188,25.313788193037134,16.88
Castro,Los Lagos,2023,5,184938,829449.2033468428,22.02245157527973,40.42489096889289,16.89
Castro,Los Lagos,2023,6,185368,821773.5657312728,19.051203910573964,173.71243765876193,19.12
Castro,Los Lagos,2023,7,184528,915677.431195276,17.248229935077436,224.4888064507603,15.78
Castro,Los Lagos,2023,8,185483,859546.0342313683,14.895448611431474,179.54174415752885,17.87
Castro,Los Lagos,2023,9,185471,879516.735483749,12.931964292867384,93.9723944701561,13.05
Castro,Los Lagos,2023,10,186019,847093.1170389401,13.546995724877636,92.4773919722056,14.08
Castro,Los Lagos,2023,11,187366,843366.1938479198,12.397863076272628,0.0,17.57
Castro,Los Lagos,2023,12,187489,855406.8533151697,15.961760181535348,70.64489451895548,16.11
Castro,Los Lagos,2024,1,183715,812059.8333507439,18.298334489775417,0.0,16.1
Castro,Los Lagos,2024,2,188444,837268.0854932885,17.29164103376086,0.0,17.64
Castro,Los Lagos,2024,3,186080,860663.8026719575,20.516122265577373,23.538589971039297,16.6
Castro,Los Lagos,2024,4,185829,836423.8627994461,21.456039588383696,39.25849310302404,13.88
Castro,Los Lagos,2024,5,185824,854446.8911691788,21.43101901621322,0.0,17.74
Castro,Los Lagos,2024,6,184484,849694.4168351446,18.359271387373354,135.89285234232432,17.71
Castro,Los Lagos,2024,7,187806,885764.6277663767,17.649093384387502,263.87310284946466,19.88
Castro,Los Lagos,2024,8,186998,834866.8629281532,13.575769329113694,230.83041060461653,14.38
Castro,Los Lagos,2024,9,187805,804607.8995550959,15.904232927262685,66.52922500923246,14.53
Castro,Los Lagos,2024,10,186757,860076.6330596942,15.09466592463425,29.12383752223337,15.37
Castro,Los Lagos,2024,11,185104,830979.0953469576,13.496067389578268,95.017033062627,14.6
Castro,Los Lagos,2024,12,186918,800223.4138211078,16.455660403142886,15.199063081415147,15.26
Ancud,O’Higgins,2020,1,509039,902709.402360401,16.414493388480267,54.25898148304867,13.53
Ancud,O’Higgins,2020,2,510209,906229.795557945,18.304479284893556,0.0,14.5
Ancud,O’Higgins,2020,3,510986,900668.388609003,20.185608546878694,25.5512423361125,18.16
Ancud,O’Higgins,2020,4,508206,862110.6604444763,20.35636582021465,17.917776512949235,16.8
Ancud,O’Higgins,2020,5,510924,826497.0421156158,22.128416236562064,0.0,17.4
Ancud,O’Higgins,2020,6,510442,928460.0743999602,20.12643371674603,283.70040503429846,18.45
Ancud,O’Higgins,2020,7,509290,918868.7415336994,15.97439739075395,223.87319756036808,13.6
Ancud,O’Higgins,2020,8,509728,905182.7452041216,16.389510644119913,223.94439762446984,15.11
Ancud,O’Higgins,2020,9,510816,911830.5846560798,13.878166909774734,1.959632308420531,15.55
Ancud,O’Higgins,2020,10,510255,848292.9953893662,13.84252535783019,113.80288660117913,17.61
Ancud,O’Higgins,2020,11,507864,919579.2281306888,14.704621179093484,26.07383701520745,16.84
Ancud,O’Higgins,2020,12,508961,899710.6448528644,15.987075402909284,0.0,14.77
Ancud,O’Higgins,2021,1,511694,912994.0040755442,16.965927041530723,0.0,15.89
Ancud,O’Higgins,2021,2,509735,876576.4644044045,18.67032720436096,0.0,17.29
Ancud,O’Higgins,2021,3,507885,894424.5514507768,20.95333562868779,36.01479102900366,16.65
Ancud,O’Higgins,2021,4,509233,889685.0952183238,21.602054557634577,34.39367041265713,16.45
Ancud,O’Higgins,2021,5,510997,887592.2400055884,20.6719548532754,16.18235630196766,15.24
Ancud,O’Higgins,2021,6,507836,893451.5011669403,19.747074956318567,156.83037876210454,18.94
Ancud,O’Higgins,2021,7,512082,886786.6115208105,15.836436820273953,234.7181918220007,18.56
Ancud,O’Higgins,2021,8,507761,917029.8576423188,16.54010782374403,269.11962863376294,15.3
Ancud,O’Higgins,2021,9,509102,913954.9089210568,12.45964469574935,4.342211489704695,13.54
Ancud,O’Higgins,2021,10,512697,911380.7672302424,13.740421214047752,65.57411596648639,15.21
Ancud,O’Higgins,2021,11,511640,898204.1134669124,13.864926930689712,117.1349974144018,14.8
Ancud,O’Higgins,2021,12,511267,902077.8690633426,15.455146380949516,64.54369597392719,18.91
Ancud,O’Higgins,2022,1,510970,902346.3389803228,16.55330856077306,38.60206840655811,17.02
Ancud,O’Higgins,2022,2,508973,906619.2195467354,17.08136590913926,0.0,15.59
Ancud,O’Higgins,2022,3,510329,890719.9861420796,20.89635889973838,70.1663332769985,17.03
Ancud,O’Higgins,2022,4,509190,888487.8940203184,20.30785294962393,70.68366670227233,18.82
Ancud,O’Higgins,2022,5,511919,932620.6864911031,20.903159012266517,4.955770405230634,17.44
Ancud,O’Higgins,2022,6,510082,870822.3127365642,20.784558888853585,211.0293612461635,16.1
Ancud,O’Higgins,2022,7,508378,891433.2042203604,16.506213540021676,186.14855841969964,12.85
Ancud,O’Higgins,2022,8,511175,884639.5684099871,13.668395681388004,208.98326618887444,16.76
Ancud,O’Higgins,2022,9,508534,910036.0819465528,15.12579397967294,5.816458980118515,16.63
Ancud,O’Higgins,2022,10,510391,897440.9680535339,11.959016349045203,57.31852776798295,16.55
Ancud,O’Higgins,2022,11,512427,890706.7655650561,13.485098266429132,17.80141945884021,16.57
Ancud,O’Higgins,2022,12,512018,878184.203733645,15.985542174076365,27.39526786741979,17.59
Ancud,O’Higgins,2023,1,509398,898023.6226558604,16.28403277681606,34.5497360775591,15.67
Ancud,O’Higgins,2023,2,512194,906061.5853876852,18.69107044815881,89.57313272573641,16.39
Ancud,O’Higgins,2023,3,511998,909771.4970156908,20.77338000026445,9.171063321969882,18.01
Ancud,O’Higgins,2023,4,512183,911083.4508865216,21.019330194607768,44.807798401530846,16.05
Ancud,O’Higgins,2023,5,507833,888477.1178704319,19.5264548117311,68.84734915382265,18.16
Ancud,O’Higgins,2023,6,512453,911770.391114664,19.131410263394464,263.7238312027558,16.31
Ancud,O’Higgins,2023,7,511697,903587.925502122,16.436985805087332,182.023318763111,14.56
Ancud,O’Higgins,2023,8,512448,879868.3021538192,13.462973998872071,326.9803020735799,14.78
Ancud,O’Higgins,2023,9,511433,940972.8469643386,15.062114343658523,65.51402024171632,14.55
Ancud,O’Higgins,2023,10,512557,898490.2712551986,13.351091291676736,94.9960049503927,14.76
Ancud,O’Higgins,2023,11,510633,881001.0345923268,13.299046335740067,34.73495342136168,16.63
Ancud,O’Higgins,2023,12,509237,910976.5706326212,15.806519858749295,0.0,17.08
Ancud,O’Higgins,2024,1,509675,862923.6264000842,16.803526883056104,0.0,17.39
Ancud,O’Higgins,2024,2,509878,899394.7251390738,19.91926109168129,50.076477448899226,15.34
Ancud,O’Higgins,2024,3,509258,889267.789827768,17.85350861231507,19.51896654111453,14.44
Ancud,O’Higgins,2024,4,508210,893397.8920866459,21.774179518543228,0.0,17.25
Ancud,O’Higgins,2024,5,509000,888787.0967623761,19.30001202555915,0.0,16.72
Ancud,O’Higgins,2024,6,509059,906325.2000306624,17.71487850143538,180.1679943417874,15.87
Ancud,O’Higgins,2024,7,511984,947805.6362996458,16.49446950218739,268.593910443792,15.06
Ancud,O’Higgins,2024,8,508421,880260.1074120076,15.003197990615288,213.9960276151768,14.74
Ancud,O’Higgins,2024,9,510085,878023.0809594479,13.442420896538035,0.0,15.0
Ancud,O’Higgins,2024,10,510445,894483.7470530225,13.76570610446385,0.0,18.79
Ancud,O’Higgins,2024,11,512736,921590.4563714184,12.832741922606433,0.0,15.8
Ancud,O’Higgins,2024,12,510192,903459.4872906348,14.008969145873294,24.995984220265985,15.64
Coyhaique,Aysén,2020,1,540573,880206.414654924,16.353541790479692,7.244156209065938,15.42
Coyhaique,Aysén,2020,2,541154,887885.4438907233,18.9509688061852,46.59258132005887,16.39
Coyhaique,Aysén,2020,3,543913,926024.2943712374,19.518231371692423,16.098930469610075,18.83
Coyhaique,Aysén,2020,4,539625,843906.1954147953,20.321445306328567,0.0,17.3
Coyhaique,Aysén,2020,5,543964,861076.8440866701,20.47216837454889,18.275148817063563,14.94
Coyhaique,Aysén,2020,6,543582,916565.4134183332,18.944764754778323,149.04464443664426,14.02
Coyhaique,Aysén,2020,7,543922,904710.4266889492,16.82754923797171,270.24688073003034,13.89
Coyhaique,Aysén,2020,8,541513,908093.3242645548,15.318837403380424,167.6925027864175,14.27
Coyhaique,Aysén,2020,9,541006,867294.5426335685,13.20187805062464,9.3473432522106,14.6
Coyhaique,Aysén,2020,10,542585,856464.433366599,13.22410245739566,57.64141786940314,14.69
Coyhaique,Aysén,2020,11,543191,868546.3098750506,12.372895527078802,99.1536145680822,18.78
Coyhaique,Aysén,2020,12,541289,844009.2307227759,13.579839564819222,60.90788028360009,16.86
Coyhaique,Aysén,2021,1,539410,863771.4391485035,17.752775370483125,19.758154288662247,14.67
Coyhaique,Aysén,2021,2,541997,910577.3307993033,18.633282331423967,10.22559348874368,17.12
Coyhaique,Aysén,2021,3,541196,907167.9960445206,18.682684965104503,48.56180788504162,15.39
Coyhaique,Aysén,2021,4,541734,891003.2282231166,19.47141201773633,83.87322924186131,17.31
Coyhaique,Aysén,2021,5,543487,913462.1733984774,20.4837460710986,13.224407246009656,18.2
Coyhaique,Aysén,2021,6,543547,852078.8319531537,19.74294506288012,184.59630489537147,16.65
Coyhaique,Aysén,2021,7,542927,830719.7325736226,16.28448723387725,229.363862321349,16.06
Coyhaique,Aysén,2021,8,540621,896417.3300016696,13.93968400996896,173.7690217496467,15.37
Coyhaique,Aysén,2021,9,542978,924666.8751782612,13.12959664019094,44.90058118064999,12.92
Coyhaique,Aysén,2021,10,542444,915015.9052358008,13.023946382449262,96.40655646358344,16.4
Coyhaique,Aysén,2021,11,542420,899451.657217205,13.423337855716069,81.83200621678537,14.9
Coyhaique,Aysén,2021,12,542563,850270.2618855658,15.344776570452828,52.96616030271481,14.36
Coyhaique,Aysén,2022,1,540170,926849.0004956876,18.359385223230746,0.0,17.17
Coyhaique,Aysén,2022,2,539805,916576.9937133536,18.40868069360318,69.2014831031914,15.94
Coyhaique,Aysén,2022,3,540947,904103.8919943604,22.25179234619584,0.0,17.69
Coyhaique,Aysén,2022,4,539873,911551.4186426236,19.416877567280974,61.94142733420259,17.15
Coyhaique,Aysén,2022,5,540806,891578.0416703717,19.90996566892743,0.0,15.89
Coyhaique,Aysén,2022,6,544248,909496.0171363202,18.942097748612152,176.7681941633885,18.52
Coyhaique,Aysén,2022,7,542040,866778.4758005497,17.687550719592494,163.8481623959376,18.13
Coyhaique,Aysén,2022,8,540159,869801.9939076947,14.462370604514104,307.79557507693545,14.58
Coyhaique,Aysén,2022,9,541293,890498.0438448796,13.932365356491092,76.65756345252382,14.63
Coyhaique,Aysén,2022,10,542470,917695.3387255216,13.486295348505717,0.1435023804072912,15.21
Coyhaique,Aysén,2022,11,540524,884518.2834974258,12.149408964171004,22.59804629495118,15.67
Coyhaique,Aysén,2022,12,543613,929884.524678554,15.740954336671464,0.0,19.14
Coyhaique,Aysén,2023,1,539668,893102.8299444056,16.875543370285577,64.05964545315072,16.22
Coyhaique,Aysén,2023,2,544198,897461.6829295486,18.95526532090061,40.62466772496856,15.72
Coyhaique,Aysén,2023,3,543932,865081.2046622373,19.10407803882716,14.173370573263831,16.46
Coyhaique,Aysén,2023,4,543880,880050.1922903125,21.515479365965,17.024000663326156,16.64
Coyhaique,Aysén,2023,5,542694,879005.1228839576,19.00680232755392,104.5934569735978,16.25
Coyhaique,Aysén,2023,6,540935,929303.4836770338,19.19375183267588,166.72088344184482,18.67
Coyhaique,Aysén,2023,7,543300,888313.4858717746,16.910254663984887,279.75285584907914,16.21
Coyhaique,Aysén,2023,8,541125,867568.4275857072,13.138605246057995,255.00297506038385,14.01
Coyhaique,Aysén,2023,9,540783,871137.4171002908,15.201983427850552,60.477077841654754,14.88
Coyhaique,Aysén,2023,10,543985,871422.7299750829,12.893093509909257,76.11374672611275,14.51
Coyhaique,Aysén,2023,11,541433,918120.0628099652,14.122700235597902,26.870255617683,17.4
Coyhaique,Aysén,2023,12,540028,893067.067443824,16.816945825205867,42.47082747587758,15.42
Coyhaique,Aysén,2024,1,543333,914326.8623423504,16.270608665629826,59.97949206980222,14.61
Coyhaique,Aysén,2024,2,540776,900051.0127209646,20.097248786691218,109.96402915112536,16.46
Coyhaique,Aysén,2024,3,541797,889463.6297821451,20.56890450174442,0.0,15.62
Coyhaique,Aysén,2024,4,541308,854199.7331692969,21.369513116316423,28.395149857191974,15.53
Coyhaique,Aysén,2024,5,540286,907114.5989487536,18.56076961571453,0.0,16.56
Coyhaique,Aysén,2024,6,539461,913953.1194835736,19.09861554286912,239.6185130508212,15.88
Coyhaique,Aysén,2024,7,544239,887067.2340922711,16.038729500849524,237.2982109411401,16.68
Coyhaique,Aysén,2024,8,539620,865051.2866397743,17.50323780506949,228.469473378868,15.13
Coyhaique,Aysén,2024,9,539305,895856.5369517836,13.50371773617699,44.43824515265923,15.03
Coyhaique,Aysén,2024,10,539854,867715.57508447,12.871347514994635,26.89503811531155,14.85
Coyhaique,Aysén,2024,11,542576,924855.9914631498,13.147487143873471,49.466181072418166,15.02
Coyhaique,Aysén,2024,12,541745,844205.5372345663,16.07704254432209,97.84495736095856,14.06
Punta Arenas,Magallanes,2020,1,93548,619825.7902962136,16.51003973102013,71.97395303416968,14.85
Punta Arenas,Magallanes,2020,2,92787,569094.0574880262,18.515160075831137,2.345930628189972,15.16
Punta Arenas,Magallanes,2020,3,91244,626490.3437648953,21.24566209476936,25.178603217741323,17.28
Punta Arenas,Magallanes,2020,4,93286,576375.0857300229,21.49638164652885,0.0,14.93
Punta Arenas,Magallanes,2020,5,90929,573510.5009304208,19.98811809081253,47.232759188975145,14.33
Punta Arenas,Magallanes,2020,6,93059,630135.5474214676,20.25570782558483,266.3699548627518,14.05
Punta Arenas,Magallanes,2020,7,91900,631476.2445363366,15.426787060438294,188.91623351766373,16.67
Punta Arenas,Magallanes,2020,8,92333,636509.4082507541,15.33629622832731,205.412327528978,14.02
Punta Arenas,Magallanes,2020,9,94469,531761.7793140878,12.80895978729022,17.23718811421733,13.6
Punta Arenas,Magallanes,2020,10,92236,607824.1657413412,13.94126272295976,47.445051839688375,14.29
Punta Arenas,Magallanes,2020,11,90482,614111.0623012193,13.862973602915554,44.597020920718336,12.62
Punta Arenas,Magallanes,2020,12,92374,618147.5711594822,15.218651465002328,0.0,14.03
Punta Arenas,Magallanes,2021,1,91972,622439.43774338,14.785731814115447,68.34418495146556,15.42
Punta Arenas,Magallanes,2021,2,93904,583924.7546556374,18.97713806387372,36.18166610951416,15.85
Punta Arenas,Magallanes,2021,3,94914,556608.79365037,20.483468942625063,41.85881550522734,16.64
Punta Arenas,Magallanes,2021,4,95227,599764.8450905947,21.643517677649942,0.0,15.83
Punta Arenas,Magallanes,2021,5,93262,585449.1961494153,19.215438190375124,53.77298902205768,15.05
Punta Arenas,Magallanes,2021,6,90469,589178.901940895,19.546816670839704,215.3879255177519,13.48
Punta Arenas,Magallanes,2021,7,93656,617961.668690825,16.935689549880752,180.68330675536555,14.74
Punta Arenas,Magallanes,2021,8,94650,603511.9046469704,14.881291227386278,193.7863414419305,12.69
Punta Arenas,Magallanes,2021,9,92323,625181.6494523925,12.363130064737152,95.1015831675249,11.76
Punta Arenas,Magallanes,2021,10,93034,612869.455514958,12.480325521796363,0.0,13.76
Punta Arenas,Magallanes,2021,11,93749,570053.1698680312,11.784287077557131,0.0,12.09
Punta Arenas,Magallanes,2021,12,93996,601301.8397551627,14.74739731237884,51.06739281120159,12.37
Punta Arenas,Magallanes,2022,1,91155,621997.6936524338,16.546070784528972,5.441581366476129,12.77
Punta Arenas,Magallanes,2022,2,92582,604084.4622941589,16.981765888568802,81.95941598472449,15.23
Punta Arenas,Magallanes,2022,3,92632,580241.284276767,21.76610470889644,0.0,14.73
Punta Arenas,Magallanes,2022,4,93560,635899.6536915638,22.197598558616185,18.55954748924778,15.55
Punta Arenas,Magallanes,2022,5,90477,627436.817841879,19.845112812290072,52.01482331854767,13.87
Punta Arenas,Magallanes,2022,6,92371,628699.6390848152,18.538599924976307,216.222048740144,15.07
Punta Arenas,Magallanes,2022,7,95057,590299.0214210942,16.909671414751173,199.5705350106221,13.22
Punta Arenas,Magallanes,2022,8,90490,630409.7969371976,14.77163920734236,244.94672513052515,15.21
Punta Arenas,Magallanes,2022,9,91793,563346.9767373858,13.96673350078877,93.38571083166104,12.4
Punta Arenas,Magallanes,2022,10,94004,635353.5308199964,13.218317193070323,80.61827013731181,14.14
Punta Arenas,Magallanes,2022,11,92153,581040.4365105778,14.350433844557571,0.0,12.19
Punta Arenas,Magallanes,2022,12,92217,547414.2230026078,14.201527488812406,0.0,14.84
Punta Arenas,Magallanes,2023,1,95354,584846.9598974228,16.051911613622202,74.62864165739556,15.02
Punta Arenas,Magallanes,2023,2,94499,585894.413868192,18.643073146205147,0.0,14.72
Punta Arenas,Magallanes,2023,3,91030,600982.4717150794,21.79654544321605,60.94085549355319,14.11
Punta Arenas,Magallanes,2023,4,92595,570449.9434881636,22.078426194472947,0.0,18.32
Punta Arenas,Magallanes,2023,5,94360,604995.1748131067,20.563156492433173,54.16467222772067,16.57
Punta Arenas,Magallanes,2023,6,93484,628843.5160457814,21.0443238023748,177.8857204290863,15.64
Punta Arenas,Magallanes,2023,7,91411,593670.8817451461,17.530075337599385,165.06109935948967,12.68
Punta Arenas,Magallanes,2023,8,92178,605906.4716487664,15.510098731207274,210.56626188131708,15.87
Punta Arenas,Magallanes,2023,9,93558,618728.1882558046,13.56273112217704,61.61797228478162,14.13
Punta Arenas,Magallanes,2023,10,93746,594063.9689663037,11.548481881571629,86.81881090988318,11.93
Punta Arenas,Magallanes,2023,11,92163,563152.3075979453,13.509102869055775,57.73438378599395,11.72
Punta Arenas,Magallanes,2023,12,92292,653035.5867730974,16.573542920049714,18.258744019965597,15.74
Punta Arenas,Magallanes,2024,1,93284,551498.8972543519,18.19419608974362,29.08269287824613,15.21
Punta Arenas,Magallanes,2024,2,90766,597920.9066747586,18.626941332336084,0.0,15.7
Punta Arenas,Magallanes,2024,3,95260,613712.8092611717,19.068236336712957,24.834838913036688,14.41
Punta Arenas,Magallanes,2024,4,92653,608796.357580129,20.007340984548417,0.0,16.12
Punta Arenas,Magallanes,2024,5,94710,582482.1641424011,19.98881879942545,0.0,16.06
Punta Arenas,Magallanes,2024,6,93895,627246.2151356939,19.40113826126423,295.9960795154336,15.87
Punta Arenas,Magallanes,2024,7,92389,630156.1982361033,16.92343912638264,192.5680889225712,14.46
Punta Arenas,Magallanes,2024,8,93615,615589.3882701879,13.66362869672313,178.66256311694102,15.35
Punta Arenas,Magallanes,2024,9,91815,575635.1770900532,15.946282542798198,51.81716355339591,15.71
Punta Arenas,Magallanes,2024,10,91990,604226.144811904,14.55838401188078,9.155970475633644,14.29
Punta Arenas,Magallanes,2024,11,92702,586973.0382807162,14.105494898877083,0.0,13.35
Punta Arenas,Magallanes,2024,12,91362,555458.3291427353,15.35833407119692,0.0,15.26
San Pedro de la Paz,Biobío,2020,1,114987,918993.8476534216,16.662839448571912,24.74328781689979,16.98
San Pedro de la Paz,Biobío,2020,2,113782,943984.8784967484,18.345680567831103,6.697069359598849,14.54
San Pedro de la Paz,Biobío,2020,3,112924,899009.4502796802,20.93136579017162,82.61784668214932,16.47
San Pedro de la Paz,Biobío,2020,4,112991,925101.6953811996,20.077780722865285,18.778752108004458,13.83
San Pedro de la Paz,Biobío,2020,5,113726,927100.137428945,20.7644817249971,3.960299648632191,18.16
San Pedro de la Paz,Biobío,2020,6,111543,891665.4328086104,19.788085440768132,201.4623925778803,11.4
San Pedro de la Paz,Biobío,2020,7,111413,902667.6780243566,16.6405928540064,248.33453549215056,14.98
San Pedro de la Paz,Biobío,2020,8,114152,978740.5592292332,15.104935373613396,261.2710174550352,15.95
San Pedro de la Paz,Biobío,2020,9,111529,942278.391346501,14.05467029920548,1.1349858396648216,12.06
San Pedro de la Paz,Biobío,2020,10,115350,951112.81275556,13.622913909699191,58.783287956662114,16.51
San Pedro de la Paz,Biobío,2020,11,115146,923578.1388333088,13.9273751056334,0.0,16.33
San Pedro de la Paz,Biobío,2020,12,112992,884727.6991000451,13.301549431599748,71.46674183575082,17.69
San Pedro de la Paz,Biobío,2021,1,111934,921276.6450224865,16.314166790858508,52.13534984203105,17.76
San Pedro de la Paz,Biobío,2021,2,114893,932598.1216278222,18.09559949766913,0.0,14.42
San Pedro de la Paz,Biobío,2021,3,116250,890920.4008528237,21.91574735753465,0.0,17.59
San Pedro de la Paz,Biobío,2021,4,112989,947770.6029485028,21.50817928905233,0.0,18.96
San Pedro de la Paz,Biobío,2021,5,115892,922489.9233054402,19.87476505055257,29.74452139232468,15.51
San Pedro de la Paz,Biobío,2021,6,112742,946923.466013137,20.505643173587977,247.80472387439264,14.67
San Pedro de la Paz,Biobío,2021,7,112839,930301.4754916172,17.626812627244785,193.9326071276376,17.79
San Pedro de la Paz,Biobío,2021,8,112334,897301.8055559862,14.852951935301952,246.01562131242144,14.17
San Pedro de la Paz,Biobío,2021,9,111546,931850.5632415744,13.12407728125817,80.359336759806,13.71
San Pedro de la Paz,Biobío,2021,10,113146,920532.190583354,13.78597409886546,62.19535576508152,17.43
San Pedro de la Paz,Biobío,2021,11,114563,905692.0973861635,14.140841112031788,49.46054492396775,13.01
San Pedro de la Paz,Biobío,2021,12,114224,931060.6769582712,15.546186361717451,8.471398866938642,15.26
San Pedro de la Paz,Biobío,2022,1,111598,919611.235952451,17.914955333010223,27.7782547768277,14.55
San Pedro de la Paz,Biobío,2022,2,114859,899286.3776958557,19.214464999433737,32.90908081489488,14.95
San Pedro de la Paz,Biobío,2022,3,112615,917497.0174429964,19.422896478010465,98.3569913923443,18.0
